AID,sex,intoxication,intercourse_dummy,intox_most_recent_sex
93508463,2,occasionally,1,sober
93508564,2,never,1,never
93508623,1,never,0,never
93508767,2,never,0,never
93508961,2,never,1,sober
93540151,1,never,0,never
93540315,1,never,1,sober
93540958,1,occasionally,1,sober
93544206,2,never,0,never
93544901,2,never,0,never
93544923,2,never,1,never
93546224,1,never,0,never
93546470,2,never,1,sober
93546573,1,never,0,never
93546575,2,never,1,never
93546993,2,never,0,never
93548877,2,never,1,sober
93570022,1,never,0,never
93570097,2,never,0,never
93570115,1,never,0,never
93570194,2,never,0,never
93570198,2,never,1,never
93570223,2,never,0,never
93570226,2,never,0,never
93570234,1,never,0,never
93570292,1,never,0,never
93570295,1,occasionally,1,sober
93570328,2,never,0,never
93570335,2,never,0,never
93570375,1,never,1,sober
93570384,2,never,0,never
93570396,1,never,0,never
93570426,1,never,1,sober
93570432,2,never,0,never
93570513,1,never,0,never
93570521,1,never,0,never
93570581,1,never,1,sober
93570695,2,occasionally,1,sober
93570696,1,never,1,sober
93570721,2,never,0,never
93570776,1,frequently,1,intoxicated
93570787,1,never,0,never
93570828,1,never,1,sober
93570929,1,frequently,1,sober
93570939,1,occasionally,0,never
93571010,2,never,1,never
93571016,2,never,NA,never
93571060,2,occasionally,1,sober
93571065,1,occasionally,0,never
93571066,1,never,1,sober
93571114,2,never,0,never
93571153,1,occasionally,1,intoxicated
93571205,2,never,1,sober
93571216,2,never,0,never
93571301,1,never,0,never
93571350,1,never,0,never
93571366,2,never,0,never
93571452,1,occasionally,0,never
93571469,2,occasionally,1,intoxicated
93571474,1,never,1,never
93571475,1,occasionally,1,sober
93571506,1,occasionally,0,never
93571602,1,never,1,sober
93571707,2,occasionally,1,sober
93571765,1,never,1,never
93571769,2,never,0,never
93571806,1,occasionally,0,never
93571857,1,occasionally,0,never
93571862,2,never,0,never
93571911,1,occasionally,1,sober
93572076,2,occasionally,1,sober
93572102,1,never,1,sober
93572115,2,never,0,never
93572118,1,never,0,never
93572140,1,frequently,1,intoxicated
93572146,1,frequently,1,sober
93572164,2,never,0,never
93572169,2,never,0,never
93572194,2,never,0,never
93572199,2,never,0,never
93572200,2,never,0,never
93572215,2,occasionally,1,sober
93572225,1,frequently,1,intoxicated
93572227,2,frequently,0,never
93572242,2,occasionally,1,sober
93572261,1,occasionally,1,sober
93572276,2,never,1,never
93572283,1,never,0,never
93572284,2,never,1,sober
93572286,1,never,0,never
93572287,1,never,1,never
93572288,1,occasionally,1,sober
93572290,1,never,0,never
93572322,1,occasionally,1,sober
93572342,2,never,1,never
93572346,2,never,0,never
93572363,2,occasionally,0,never
93572365,1,occasionally,1,sober
93572369,2,occasionally,1,intoxicated
93572371,1,never,1,sober
93572376,1,never,0,never
93572380,2,never,0,never
93572383,2,never,1,never
93572388,1,never,0,never
93572389,2,never,1,never
93572390,2,never,0,never
93572391,1,occasionally,1,sober
93572393,1,never,0,never
93572443,1,never,0,never
93572448,2,never,0,never
93572462,2,never,0,never
93572668,1,never,1,sober
93572802,2,never,0,never
93572803,2,occasionally,1,intoxicated
93572804,2,occasionally,1,sober
93572808,2,never,0,never
93572864,1,never,1,sober
93572910,1,never,0,never
93572916,2,occasionally,1,sober
93572922,2,occasionally,0,never
93572941,2,never,0,never
93572948,2,frequently,1,sober
93572964,2,never,0,never
93572971,2,never,1,sober
93572975,2,never,1,sober
93572977,1,never,1,sober
93572986,2,frequently,0,never
93572988,1,never,0,never
93572993,2,never,0,never
93573039,2,frequently,0,never
93573115,2,occasionally,1,sober
93573118,1,occasionally,1,sober
93573138,2,never,1,sober
93573190,2,never,0,never
93573223,2,never,0,never
93573229,1,never,NA,never
93573299,2,never,1,never
93573313,2,occasionally,1,sober
93573326,2,never,0,never
93573327,2,never,0,never
93573336,2,never,1,never
93573496,1,never,0,never
93573610,2,never,1,sober
93573618,2,never,0,never
93573631,2,never,0,never
93573639,1,never,0,never
93573694,2,never,1,sober
93573699,1,never,1,never
93573916,1,never,0,never
93573922,1,never,0,never
93573923,1,never,NA,never
93573933,1,occasionally,0,never
93573940,1,frequently,0,never
93573942,2,never,0,never
93573945,2,never,0,never
93573949,2,never,1,sober
93573950,1,never,0,never
93573951,2,never,0,never
93573959,2,never,0,never
93573994,1,frequently,1,sober
93573999,2,never,1,sober
93574023,2,occasionally,1,sober
93574088,1,never,0,never
93574109,1,never,0,never
93574140,1,frequently,1,sober
93574203,1,never,0,never
93574235,1,occasionally,1,sober
93574247,2,never,1,sober
93574299,2,never,0,never
93574300,1,never,0,never
93574305,2,never,0,never
93574336,1,occasionally,1,intoxicated
93574426,1,never,0,never
93574434,2,never,1,intoxicated
93574441,2,occasionally,0,never
93574494,2,never,0,never
93574504,2,never,1,never
93574520,1,occasionally,1,sober
93574605,1,never,0,never
93574606,1,occasionally,1,sober
93574632,1,never,1,never
93574688,2,never,1,never
93574705,2,never,1,never
93574787,1,occasionally,1,sober
93574791,1,never,0,never
93574818,2,occasionally,1,sober
93574847,2,never,0,never
93574885,2,occasionally,1,intoxicated
93574894,2,occasionally,1,intoxicated
93574909,2,never,0,never
93574915,1,never,0,never
93574917,2,never,1,never
93574932,2,never,1,never
93575016,2,never,1,sober
93575021,1,never,1,never
93575027,2,never,0,never
93575070,2,occasionally,1,sober
93575076,2,never,0,never
93575084,2,never,1,sober
93575100,2,never,0,never
93575105,1,never,0,never
93575117,2,never,0,never
93575122,2,never,0,never
93575124,1,never,0,never
93575131,1,never,1,never
93575132,2,never,1,never
93575154,2,never,1,sober
93575158,2,occasionally,0,never
93575181,2,never,0,never
93575184,1,never,1,sober
93575189,1,never,1,sober
93575200,1,never,0,never
93575204,1,never,0,never
93575232,1,occasionally,1,intoxicated
93575233,1,never,0,never
93575244,2,never,0,never
93575248,1,occasionally,1,sober
93575249,2,never,0,never
93575250,1,never,1,never
93575275,2,never,0,never
93575287,2,never,0,never
93575290,2,never,0,never
93575308,2,never,0,never
93575309,2,never,1,never
93575329,1,never,1,never
93575336,1,never,0,never
93575354,1,never,1,sober
93575384,2,never,1,sober
93575385,2,never,1,sober
93575389,1,never,1,never
93575392,1,occasionally,1,sober
93575395,1,never,1,sober
93575398,2,never,0,never
93575400,2,never,0,never
93575403,2,never,0,never
93575407,1,never,0,never
93575423,1,never,1,never
93575425,2,never,1,never
93575429,1,never,0,never
93575621,2,never,1,sober
93575624,1,never,1,sober
93575625,2,never,0,never
93575779,1,never,1,sober
93575800,1,never,0,never
93575804,2,never,0,never
93575809,2,occasionally,1,sober
93575820,2,never,1,never
93575835,1,never,0,never
93575908,1,never,0,never
93575910,1,frequently,0,never
93575924,2,never,1,sober
93575946,2,never,0,never
93575947,2,never,0,never
93575948,1,frequently,1,sober
93575964,2,never,0,never
93575979,2,never,0,never
93575980,1,never,1,sober
93575983,2,occasionally,1,sober
93575989,2,occasionally,1,sober
93575995,2,never,0,never
93575998,1,occasionally,1,sober
93576009,2,never,0,never
93576037,1,occasionally,1,sober
93576040,2,never,0,never
93576119,2,never,1,sober
93576196,1,never,0,never
93576206,1,never,0,never
93576251,2,never,1,sober
93576265,1,never,0,never
93576343,1,never,0,never
93576372,1,never,0,never
93576458,2,occasionally,1,sober
93576488,1,occasionally,0,never
93576493,1,never,1,intoxicated
93576534,1,never,0,never
93576538,1,never,0,never
93576563,2,frequently,1,sober
93576574,1,never,0,never
93576611,1,never,0,never
93576638,1,frequently,0,never
93576682,2,never,1,sober
93576741,2,never,1,never
93576794,2,occasionally,1,sober
93576803,1,never,0,never
93576816,2,occasionally,0,never
93576840,1,never,0,never
93576898,2,frequently,1,sober
93576919,1,occasionally,1,sober
93576924,1,never,0,never
93577057,1,occasionally,1,sober
93577121,2,occasionally,1,sober
93577123,1,never,0,never
93577126,1,frequently,1,intoxicated
93577151,2,occasionally,1,sober
93577157,2,never,1,sober
93577184,2,never,0,never
93577189,2,never,0,never
93577225,2,never,0,never
93577262,1,never,1,never
93577320,2,never,1,sober
93577321,1,occasionally,1,intoxicated
93577328,1,occasionally,0,never
93577364,1,occasionally,0,never
93577658,2,never,0,never
93577680,2,never,1,sober
93577686,2,never,0,never
93577782,2,occasionally,1,sober
93577866,2,occasionally,1,sober
93577922,1,never,0,never
93577929,2,occasionally,1,intoxicated
93577953,1,occasionally,0,never
93578019,2,never,0,never
93578025,2,never,1,sober
93578040,1,never,0,never
93578082,1,occasionally,1,intoxicated
93578101,2,never,1,never
93578116,2,never,1,sober
93578142,1,frequently,1,sober
93578168,1,never,1,never
93578170,1,never,0,never
93578217,2,never,1,sober
93578231,2,never,0,never
93578249,2,occasionally,1,sober
93578290,1,never,0,never
93578309,1,never,1,never
93578314,2,never,0,never
93578315,1,never,1,sober
93578347,1,never,0,never
93578380,2,never,0,never
93578413,1,occasionally,1,sober
93578435,2,never,0,never
93578443,2,occasionally,1,sober
93578447,1,occasionally,1,sober
93578486,2,never,1,sober
93578493,1,frequently,1,sober
93578500,1,never,0,never
93578507,2,never,1,never
93578536,1,never,0,never
93578537,2,never,1,sober
93578548,2,occasionally,0,never
93578609,2,never,1,never
93578627,2,never,1,sober
93578685,2,occasionally,1,sober
93578693,2,never,0,never
93578735,1,never,0,never
93578741,1,occasionally,0,never
93578806,1,never,1,sober
93578848,2,never,1,sober
93578861,2,never,0,never
93578865,1,occasionally,1,sober
93578897,2,never,0,never
93578937,1,never,0,never
93578961,2,never,0,never
93579173,2,occasionally,1,sober
93579230,2,never,1,intoxicated
93579232,2,never,1,intoxicated
93579233,1,never,0,never
93579234,2,frequently,1,sober
93579239,1,never,1,sober
93579260,1,never,1,never
93579262,1,frequently,1,sober
93579266,2,never,0,never
93579267,2,never,1,sober
93579273,2,never,0,never
93579278,2,never,0,never
93579279,1,never,1,sober
93579292,1,occasionally,1,sober
93579293,2,never,1,sober
93579298,2,occasionally,1,sober
93579331,1,never,1,sober
93579332,2,occasionally,1,sober
93579333,2,never,0,never
93579334,1,frequently,1,intoxicated
93579336,2,never,0,never
93579339,2,never,0,never
93579375,2,occasionally,1,sober
93579379,2,frequently,0,never
93579934,1,never,0,never
93579938,1,occasionally,1,sober
93579941,1,never,0,never
93579945,1,never,0,never
93579948,1,occasionally,0,never
93579949,1,frequently,1,sober
93579950,1,never,NA,never
93579951,2,never,NA,never
93579958,1,never,0,never
93579959,1,never,0,never
93579960,1,never,0,never
93579961,1,never,1,sober
93579963,2,never,0,never
93579966,1,occasionally,0,never
93579977,2,never,1,sober
93579982,2,never,1,never
93579984,1,never,0,never
93579988,1,never,0,never
93579993,2,occasionally,0,never
93579994,1,occasionally,1,sober
93579995,1,occasionally,0,never
93579998,2,occasionally,0,never
93579999,1,never,0,never
93590952,2,never,1,never
93593001,1,never,0,never
93606129,2,frequently,1,sober
93606426,1,never,1,sober
93606726,2,occasionally,0,never
93606824,1,never,0,never
93608178,1,occasionally,1,sober
93614072,1,never,1,sober
93614271,2,never,1,never
93614277,2,never,0,never
93614279,1,occasionally,0,never
93614879,1,never,1,never
93614974,1,occasionally,0,never
93614977,2,never,0,never
93619060,1,occasionally,0,never
93619164,1,never,0,never
93619267,1,never,0,never
93619360,1,never,0,never
93619361,2,never,0,never
93619466,1,never,0,never
93619861,1,never,0,never
93619869,2,occasionally,1,sober
93624272,2,occasionally,1,sober
93624972,2,occasionally,1,sober
93636258,1,never,0,never
93676125,2,never,1,sober
93676351,1,never,0,never
93676527,2,never,1,sober
93676754,1,never,0,never
93678179,1,never,1,never
93678272,2,frequently,1,intoxicated
93678571,1,never,0,never
93678674,2,never,0,never
93678779,2,occasionally,1,sober
93710011,1,never,1,never
93710031,2,never,NA,never
93710092,1,never,0,never
93710179,2,never,0,never
93710182,1,never,0,never
93710197,2,never,0,never
93710217,1,never,0,never
93710235,1,never,1,never
93710318,2,never,0,never
93710319,1,never,0,never
93710356,1,never,0,never
93710397,2,never,0,never
93710450,2,never,0,never
93710473,1,never,0,never
93710489,2,never,0,never
93710587,1,never,0,never
93710876,1,occasionally,1,intoxicated
93710913,1,never,0,never
93710914,1,never,0,never
93710917,2,never,0,never
93710930,1,never,0,never
93711070,2,never,1,never
93711378,2,never,0,never
93711876,1,never,0,never
93711961,2,never,0,never
93712040,1,never,0,never
93712177,1,occasionally,1,sober
93712210,1,never,0,never
93712270,1,never,0,never
93712272,1,occasionally,1,sober
93712292,2,never,0,never
93712295,2,never,0,never
93712347,2,never,0,never
93712399,2,never,0,never
93712910,2,never,0,never
93712915,1,frequently,1,sober
93713033,1,never,0,never
93713133,2,never,0,never
93713294,1,occasionally,1,intoxicated
93713335,2,never,0,never
93713409,1,never,1,never
93713602,1,never,0,never
93714010,1,never,0,never
93714017,1,never,0,never
93714021,2,never,0,never
93714082,2,never,0,never
93714087,2,never,0,never
93714092,2,never,0,never
93714111,1,frequently,1,sober
93714126,1,never,0,never
93714143,2,never,0,never
93714190,2,never,0,never
93714234,2,never,0,never
93714236,2,never,0,never
93714292,1,never,0,never
93714317,1,never,1,never
93714349,1,never,1,sober
93714387,2,never,0,never
93714398,1,never,NA,never
93714847,1,never,0,never
93714890,1,never,0,never
93714896,2,never,0,never
93714914,2,never,1,never
93714941,1,never,0,never
93714984,2,never,0,never
93715024,1,never,0,never
93715125,1,never,0,never
93715253,2,occasionally,0,never
93715255,1,never,0,never
93715257,2,never,0,never
93715269,2,occasionally,0,never
93715362,1,occasionally,0,never
93715394,2,never,0,never
93715890,1,never,0,never
93715922,2,never,0,never
93715931,1,never,1,sober
93715932,2,never,0,never
93715933,2,never,0,never
93715935,1,never,0,never
93715937,2,occasionally,1,sober
93715938,2,never,1,sober
93715953,2,never,0,never
93715982,1,never,0,never
93715989,2,never,0,never
93715990,2,never,0,never
93715999,1,never,0,never
93716058,2,occasionally,0,never
93716092,2,never,0,never
93716093,2,never,0,never
93716156,1,frequently,1,sober
93716159,1,never,0,never
93716194,1,never,0,never
93716196,1,never,0,never
93716198,2,never,0,never
93716260,1,occasionally,0,never
93716333,1,never,0,never
93716334,1,never,0,never
93716352,2,never,0,never
93716393,2,frequently,0,never
93716395,1,never,0,never
93716424,1,never,0,never
93716465,1,never,0,never
93716669,2,never,0,never
93716901,1,never,0,never
93716905,2,occasionally,0,never
93716911,2,occasionally,0,never
93716915,2,never,0,never
93716916,1,never,0,never
93716921,2,never,0,never
93716927,2,never,0,never
93716970,2,never,0,never
93716975,2,occasionally,0,never
93716976,2,never,0,never
93716993,2,never,0,never
93717060,2,never,0,never
93717156,1,never,NA,never
93717162,1,never,0,never
93717257,2,occasionally,1,sober
93717265,2,never,0,never
93717361,1,occasionally,1,intoxicated
93717463,1,never,0,never
93717464,2,never,1,never
93717868,2,never,1,sober
93717869,1,occasionally,0,never
93717956,2,never,0,never
93717958,2,never,0,never
93717967,2,never,0,never
93718017,1,never,1,sober
93718046,1,never,0,never
93718100,1,never,0,never
93718123,2,never,0,never
93718129,1,never,0,never
93718173,1,never,0,never
93718189,2,never,1,never
93718192,2,never,0,never
93718206,1,never,0,never
93718273,2,never,0,never
93718280,2,never,0,never
93718283,1,never,1,never
93718297,2,never,1,never
93718312,2,frequently,1,sober
93718316,1,never,0,never
93718326,1,never,0,never
93718361,1,occasionally,1,sober
93718368,1,never,0,never
93718377,1,frequently,0,never
93718397,2,occasionally,1,sober
93718682,1,occasionally,1,sober
93718821,2,never,0,never
93718903,1,never,0,never
93718917,2,never,1,sober
93718943,2,occasionally,0,never
93718944,1,never,0,never
93719930,1,never,0,never
93719938,1,never,0,never
93719971,2,frequently,0,never
93719972,2,never,0,never
94316255,1,never,0,never
94500172,1,never,0,never
94500212,2,occasionally,1,sober
94500284,1,never,1,never
94500452,2,never,0,never
94500619,1,never,0,never
94500874,1,never,0,never
94500877,1,occasionally,1,sober
94500878,2,occasionally,1,sober
94500925,2,never,1,sober
94501957,1,occasionally,0,never
94503008,2,never,0,never
94503030,1,occasionally,1,sober
94503036,2,occasionally,0,never
94503334,2,never,0,never
94503809,2,never,1,sober
94503830,1,occasionally,0,never
94503834,1,frequently,0,never
94503902,2,never,0,never
94503909,2,never,0,never
94504082,1,never,1,sober
94504188,2,never,1,never
94504223,2,never,0,never
94504325,1,never,0,never
94504408,2,never,1,sober
94504642,1,never,0,never
94504645,2,never,1,never
94504708,2,never,0,never
94504728,2,never,1,never
94504828,2,never,1,sober
94504991,1,never,1,never
94504994,1,never,1,intoxicated
94506049,2,frequently,1,sober
94506051,2,never,0,never
94506190,1,never,1,never
94506202,1,frequently,1,sober
94506247,1,occasionally,1,sober
94506254,2,never,0,never
94506271,2,never,0,never
94506321,2,occasionally,1,sober
94506340,1,never,1,sober
94506342,1,never,0,never
94506350,1,never,0,never
94506352,1,occasionally,1,sober
94506376,1,occasionally,1,sober
94506497,1,never,0,never
94506520,1,never,NA,never
94506575,1,never,1,sober
94506686,1,never,0,never
94506827,1,occasionally,1,sober
94506933,2,never,0,never
94506956,1,never,0,never
94506982,2,never,0,never
94506999,2,occasionally,1,sober
94507152,1,never,0,never
94507214,2,never,1,never
94508068,2,never,0,never
94508161,2,occasionally,1,sober
94508165,1,never,0,never
94508237,1,never,0,never
94508423,1,never,0,never
94508567,2,never,0,never
94508662,1,never,0,never
94508679,2,occasionally,1,sober
94508733,1,never,0,never
94508929,2,never,0,never
94540213,1,frequently,1,sober
94540311,2,never,0,never
94543807,1,never,0,never
94543907,1,never,0,never
94544200,1,never,1,sober
94544288,2,never,0,never
94544304,2,never,0,never
94544909,2,never,0,never
94546874,2,never,0,never
94548379,2,never,0,never
94548977,2,occasionally,1,sober
94570029,2,never,0,never
94570078,1,never,1,never
94570083,2,occasionally,1,sober
94570097,1,never,1,sober
94570121,1,never,0,never
94570151,1,never,1,never
94570199,2,never,0,never
94570220,1,never,1,never
94570297,1,occasionally,0,never
94570320,2,never,0,never
94570384,1,occasionally,0,never
94570476,1,never,1,sober
94570479,1,never,1,sober
94570493,2,never,0,never
94570526,1,never,0,never
94570527,2,never,0,never
94570620,2,never,0,never
94570676,2,never,0,never
94570691,1,never,1,sober
94570694,1,never,0,never
94570696,1,never,1,sober
94570699,2,occasionally,1,sober
94570773,1,occasionally,1,sober
94570833,1,never,0,never
94570851,1,never,1,sober
94570891,2,never,1,sober
94570914,2,never,0,never
94570920,1,occasionally,0,never
94570921,1,never,0,never
94571009,2,occasionally,1,sober
94571010,2,never,1,sober
94571015,1,never,1,sober
94571056,1,never,0,never
94571070,2,never,1,sober
94571074,2,never,0,never
94571100,2,occasionally,0,never
94571103,2,occasionally,0,never
94571109,2,never,0,never
94571160,2,never,1,sober
94571176,1,never,0,never
94571200,1,never,1,never
94571212,2,never,0,never
94571265,1,never,0,never
94571279,1,frequently,0,never
94571310,2,never,0,never
94571353,1,occasionally,1,sober
94571364,1,never,0,never
94571367,2,never,1,sober
94571403,2,never,1,never
94571405,2,never,0,never
94571407,1,never,0,never
94571412,2,never,0,never
94571468,2,never,0,never
94571479,1,never,0,never
94571501,1,never,0,never
94571502,2,never,0,never
94571506,1,never,0,never
94571751,1,never,0,never
94571818,2,never,0,never
94571870,2,occasionally,1,sober
94571903,2,occasionally,1,sober
94571906,2,never,0,never
94571910,1,occasionally,1,sober
94571950,1,occasionally,0,never
94571970,1,never,0,never
94571971,1,never,0,never
94572040,1,never,0,never
94572046,1,occasionally,1,intoxicated
94572066,1,occasionally,0,never
94572104,2,never,0,never
94572149,1,occasionally,0,never
94572160,1,never,1,never
94572170,1,occasionally,1,intoxicated
94572194,1,never,0,never
94572206,2,never,0,never
94572208,2,occasionally,1,intoxicated
94572216,1,occasionally,1,sober
94572220,2,never,0,never
94572227,2,never,0,never
94572263,1,never,0,never
94572270,2,never,0,never
94572285,1,never,1,sober
94572288,1,occasionally,1,sober
94572291,1,occasionally,0,never
94572308,1,never,0,never
94572312,2,occasionally,1,sober
94572315,2,never,0,never
94572318,2,occasionally,0,never
94572325,1,frequently,1,intoxicated
94572326,2,never,0,never
94572327,1,never,0,never
94572343,2,occasionally,0,never
94572360,2,never,0,never
94572377,2,never,0,never
94572380,1,never,0,never
94572385,2,never,0,never
94572388,2,never,1,never
94572396,1,never,0,never
94572397,2,never,0,never
94572465,2,occasionally,0,never
94572560,2,never,1,never
94572567,1,never,0,never
94572661,1,never,0,never
94572662,1,never,0,never
94572667,2,never,0,never
94572878,2,never,0,never
94572902,2,never,0,never
94572912,2,never,0,never
94572918,2,occasionally,1,sober
94572923,2,frequently,0,never
94572927,2,never,0,never
94572929,2,never,0,never
94572940,2,occasionally,1,sober
94572944,2,never,1,never
94572977,2,never,1,never
94572981,1,never,0,never
94572984,1,never,0,never
94572988,2,never,0,never
94572989,2,occasionally,0,never
94573092,2,occasionally,1,sober
94573223,2,never,0,never
94573232,2,occasionally,1,sober
94573325,1,never,0,never
94573418,2,never,1,sober
94573439,2,never,0,never
94573497,2,never,0,never
94573690,2,never,1,sober
94573691,2,occasionally,1,sober
94573693,2,never,0,never
94573699,1,occasionally,1,sober
94573917,2,occasionally,1,sober
94573925,2,never,0,never
94573941,2,never,0,never
94573942,2,never,0,never
94573943,2,never,1,sober
94573944,1,never,1,sober
94573949,2,never,1,sober
94573951,1,never,0,never
94573955,1,never,0,never
94573957,2,never,0,never
94574027,1,never,0,never
94574031,1,never,0,never
94574105,2,never,0,never
94574112,2,occasionally,1,sober
94574118,1,never,0,never
94574119,1,never,1,never
94574128,2,never,0,never
94574135,1,occasionally,1,intoxicated
94574140,2,occasionally,1,sober
94574235,2,never,1,sober
94574237,2,never,1,never
94574241,2,occasionally,1,sober
94574281,2,occasionally,1,sober
94574310,2,never,0,never
94574388,2,occasionally,0,never
94574412,1,occasionally,1,sober
94574414,1,never,0,never
94574430,1,never,1,sober
94574439,1,never,1,never
94574494,1,occasionally,1,sober
94574536,1,never,1,sober
94574647,2,frequently,1,sober
94574684,2,never,1,sober
94574729,2,never,1,sober
94574743,1,never,1,sober
94574748,1,never,0,never
94574802,1,never,0,never
94574815,2,never,0,never
94574817,2,never,1,never
94574830,2,occasionally,0,never
94575006,1,never,1,sober
94575026,2,never,0,never
94575029,2,never,1,sober
94575033,1,occasionally,1,sober
94575035,2,never,1,never
94575061,1,frequently,1,sober
94575068,2,occasionally,1,intoxicated
94575076,1,never,0,never
94575116,2,never,0,never
94575130,2,never,1,sober
94575133,1,never,1,never
94575152,1,occasionally,1,sober
94575172,2,frequently,0,never
94575194,1,never,0,never
94575195,1,never,0,never
94575207,1,never,1,never
94575211,1,never,0,never
94575218,2,never,0,never
94575228,2,never,1,never
94575231,1,occasionally,1,sober
94575243,2,never,0,never
94575247,2,never,0,never
94575261,1,never,0,never
94575263,1,never,0,never
94575278,2,never,0,never
94575280,1,never,1,never
94575288,1,never,1,sober
94575308,1,never,0,never
94575320,1,never,0,never
94575333,1,occasionally,1,sober
94575367,1,occasionally,0,never
94575369,1,never,0,never
94575387,1,never,1,sober
94575393,2,never,0,never
94575404,2,never,0,never
94575425,2,never,0,never
94575462,1,never,1,never
94575463,1,never,0,never
94575465,1,frequently,1,sober
94575471,2,occasionally,0,never
94575522,1,never,1,sober
94575622,2,never,0,never
94575629,1,never,0,never
94575805,1,never,1,never
94575838,2,never,0,never
94575868,2,occasionally,1,sober
94575872,2,occasionally,1,sober
94575876,1,never,0,never
94575906,1,never,1,sober
94575907,2,frequently,1,sober
94575919,2,occasionally,1,sober
94575920,1,never,1,sober
94575940,2,never,0,never
94575941,2,never,0,never
94575942,1,never,1,sober
94575943,2,never,1,never
94575945,2,never,0,never
94575946,2,never,0,never
94575948,2,never,0,never
94575955,2,never,0,never
94575963,2,never,0,never
94575966,2,occasionally,0,never
94575969,2,occasionally,1,sober
94575985,2,never,1,never
94575989,1,never,0,never
94575991,1,occasionally,1,sober
94576007,2,occasionally,1,sober
94576024,1,occasionally,1,sober
94576044,2,never,0,never
94576085,2,occasionally,1,sober
94576103,1,never,1,never
94576105,2,never,0,never
94576154,2,never,0,never
94576216,1,never,0,never
94576232,2,frequently,1,intoxicated
94576254,2,never,0,never
94576263,2,never,0,never
94576281,1,never,0,never
94576285,2,never,0,never
94576292,1,never,0,never
94576344,2,never,1,never
94576352,2,occasionally,1,sober
94576357,2,occasionally,1,sober
94576395,1,occasionally,1,sober
94576411,1,never,0,never
94576432,1,never,0,never
94576537,1,never,1,never
94576610,2,occasionally,1,sober
94576615,2,occasionally,0,never
94576631,2,occasionally,1,sober
94576646,1,never,1,sober
94576659,2,never,1,sober
94576661,2,occasionally,0,never
94576685,2,occasionally,1,sober
94576706,2,occasionally,0,never
94576734,1,never,0,never
94576822,1,occasionally,1,intoxicated
94576844,1,never,0,never
94576943,1,never,1,sober
94576983,1,occasionally,0,never
94576985,2,never,0,never
94576986,2,never,1,sober
94577050,2,frequently,0,never
94577061,2,never,1,sober
94577082,2,never,1,never
94577084,2,never,1,sober
94577122,1,never,1,sober
94577123,1,never,0,never
94577128,2,never,0,never
94577129,2,occasionally,1,sober
94577163,1,never,1,never
94577168,2,occasionally,1,sober
94577181,1,occasionally,1,sober
94577222,2,occasionally,1,sober
94577226,1,occasionally,1,sober
94577229,1,never,0,never
94577264,2,frequently,1,intoxicated
94577361,2,occasionally,1,sober
94577415,2,never,1,sober
94577452,1,never,1,sober
94577480,2,never,1,sober
94577781,2,never,0,never
94577921,2,occasionally,0,never
94577923,2,never,0,never
94577924,1,never,0,never
94577981,2,never,0,never
94578088,2,never,1,never
94578095,1,occasionally,1,intoxicated
94578096,1,never,NA,never
94578101,2,occasionally,1,sober
94578106,1,occasionally,1,sober
94578110,2,occasionally,0,never
94578117,1,occasionally,1,sober
94578127,2,never,1,never
94578131,2,never,0,never
94578142,1,occasionally,1,sober
94578149,1,never,0,never
94578189,1,never,0,never
94578194,2,never,0,never
94578218,1,never,1,never
94578308,1,never,1,sober
94578312,1,frequently,1,intoxicated
94578364,1,never,0,never
94578383,2,never,1,never
94578410,2,never,1,sober
94578416,2,occasionally,1,intoxicated
94578421,2,occasionally,1,sober
94578430,1,occasionally,1,sober
94578490,1,never,1,never
94578501,2,never,0,never
94578527,1,frequently,0,never
94578571,1,occasionally,0,never
94578587,2,never,1,sober
94578600,1,never,1,sober
94578643,2,never,0,never
94578739,1,never,1,never
94578780,2,never,0,never
94578804,2,never,0,never
94578813,2,never,1,sober
94578874,1,never,1,sober
94578881,2,never,0,never
94578890,1,never,1,never
94578891,1,never,0,never
94578899,2,never,0,never
94578908,1,never,1,never
94578910,2,never,1,never
94578921,2,never,1,sober
94578943,1,never,0,never
94578966,1,never,1,sober
94578984,1,occasionally,1,sober
94579174,1,occasionally,1,sober
94579176,2,never,0,never
94579179,1,occasionally,1,sober
94579231,1,never,1,sober
94579232,1,never,1,never
94579237,2,never,1,never
94579262,2,never,0,never
94579290,2,occasionally,1,sober
94579291,2,never,0,never
94579292,2,occasionally,1,sober
94579294,1,never,0,never
94579295,2,occasionally,1,sober
94579296,2,never,0,never
94579299,1,never,1,sober
94579374,1,never,1,never
94579375,2,never,0,never
94579930,2,never,1,never
94579939,1,never,1,never
94579941,2,never,0,never
94579944,1,occasionally,0,never
94579945,2,frequently,1,sober
94579946,1,never,0,never
94579951,1,never,0,never
94579962,2,never,0,never
94579968,2,occasionally,0,never
94579974,2,occasionally,1,sober
94579979,1,occasionally,1,sober
94579991,1,never,0,never
94579997,1,never,0,never
94579998,2,never,1,never
94579999,1,never,0,never
94590253,2,occasionally,1,sober
94590955,1,never,0,never
94593905,2,never,0,never
94614276,1,never,0,never
94614472,2,frequently,1,sober
94614679,1,never,0,never
94614976,1,occasionally,0,never
94619063,1,never,0,never
94619162,2,never,1,sober
94619167,2,never,0,never
94619262,2,never,0,never
94619266,1,frequently,1,sober
94619369,1,occasionally,1,sober
94619466,1,never,0,never
94619467,2,occasionally,0,never
94619469,2,never,0,never
94619867,2,never,1,never
94619869,1,occasionally,1,sober
