AID,sex,intoxication,intercourse_dummy,intox_most_recent_sex
98570233,2,never,0,never
98570237,2,never,0,never
98570271,2,never,1,never
98570287,1,never,0,never
98570374,1,occasionally,1,sober
98570385,2,occasionally,1,sober
98570386,1,occasionally,1,sober
98570388,2,never,1,never
98570399,1,occasionally,1,sober
98570423,2,never,0,never
98570474,1,occasionally,0,never
98570683,2,never,0,never
98570722,2,frequently,1,sober
98570813,1,occasionally,1,sober
98570894,2,never,0,never
98570896,1,never,0,never
98570899,2,never,1,sober
98570914,1,never,0,never
98570920,1,never,0,never
98570923,2,never,0,never
98571012,2,never,0,never
98571014,2,frequently,1,intoxicated
98571071,2,occasionally,1,sober
98571103,2,never,0,never
98571107,1,occasionally,1,sober
98571204,2,never,0,never
98571205,2,never,0,never
98571252,1,never,0,never
98571272,2,never,0,never
98571310,2,never,0,never
98571311,1,never,0,never
98571316,2,never,0,never
98571319,1,never,0,never
98571355,1,never,0,never
98571376,1,never,0,never
98571400,2,never,1,never
98571407,1,frequently,1,sober
98571451,1,occasionally,1,sober
98571466,2,occasionally,1,sober
98571500,2,never,0,never
98571567,1,never,0,never
98571605,2,never,0,never
98571653,1,frequently,1,sober
98571669,2,never,1,sober
98571878,1,occasionally,1,sober
98571908,2,never,0,never
98571910,2,occasionally,1,sober
98571911,2,never,0,never
98571917,1,never,0,never
98571963,2,never,1,sober
98571971,2,frequently,0,never
98572077,2,occasionally,1,intoxicated
98572160,1,never,0,never
98572163,2,never,0,never
98572171,2,never,0,never
98572173,1,never,0,never
98572192,2,never,1,sober
98572228,2,never,1,sober
98572249,1,occasionally,1,sober
98572261,1,never,0,never
98572266,1,never,1,never
98572280,2,occasionally,1,sober
98572281,1,occasionally,0,never
98572283,1,never,1,never
98572284,1,never,0,never
98572287,2,occasionally,1,sober
98572288,1,occasionally,1,sober
98572291,1,never,0,never
98572321,1,never,1,never
98572348,2,occasionally,0,never
98572360,2,never,0,never
98572362,1,occasionally,0,never
98572368,2,frequently,1,sober
98572373,2,never,0,never
98572377,2,never,0,never
98572379,1,occasionally,1,sober
98572448,1,never,1,never
98572462,2,frequently,0,never
98572803,1,never,0,never
98572808,1,occasionally,0,never
98572809,1,never,0,never
98572876,1,never,1,sober
98572908,2,never,1,never
98572909,2,occasionally,1,intoxicated
98572910,1,never,1,sober
98572913,1,never,NA,never
98572922,2,occasionally,0,never
98572926,1,never,1,never
98572927,1,occasionally,0,never
98572928,1,never,0,never
98572965,2,never,0,never
98572980,2,never,0,never
98572981,2,never,0,never
98572983,2,never,0,never
98572984,1,never,0,never
98572985,1,never,0,never
98572991,1,never,0,never
98572997,1,never,1,sober
98572999,1,occasionally,1,sober
98573012,1,never,1,sober
98573017,1,never,1,sober
98573019,2,never,0,never
98573097,1,frequently,1,sober
98573110,1,never,0,never
98573112,2,never,0,never
98573116,2,never,1,sober
98573135,1,occasionally,1,intoxicated
98573210,2,never,0,never
98573213,2,occasionally,0,never
98573411,1,never,0,never
98573530,1,never,0,never
98573617,1,never,0,never
98573694,1,occasionally,1,sober
98573699,1,never,0,never
98573892,1,never,0,never
98573894,2,occasionally,1,sober
98573920,2,never,0,never
98573927,2,never,0,never
98573941,1,never,0,never
98573943,2,never,0,never
98573948,2,never,0,never
98573954,1,never,0,never
98573955,1,never,0,never
98573956,2,never,0,never
98573958,1,occasionally,1,sober
98573959,2,never,1,never
98574009,1,never,0,never
98574017,1,occasionally,1,sober
98574021,1,never,0,never
98574034,2,never,1,never
98574086,2,never,NA,never
98574106,1,never,0,never
98574193,2,never,0,never
98574202,1,never,1,sober
98574218,2,occasionally,1,sober
98574230,1,never,1,sober
98574296,2,never,0,never
98574315,2,occasionally,1,sober
98574339,1,never,1,sober
98574387,2,never,1,sober
98574399,2,never,1,sober
98574415,2,never,1,never
98574485,2,occasionally,1,sober
98574491,2,occasionally,1,sober
98574498,1,never,NA,never
98574595,1,occasionally,1,intoxicated
98574628,1,never,0,never
98574636,1,never,1,never
98574640,2,never,1,never
98574727,2,occasionally,1,sober
98574787,1,never,0,never
98574806,2,occasionally,1,sober
98574900,2,never,0,never
98574906,2,never,0,never
98574937,1,never,1,sober
98574941,2,occasionally,1,sober
98575006,1,occasionally,0,never
98575036,1,never,1,sober
98575103,1,never,0,never
98575107,2,occasionally,1,sober
98575113,2,occasionally,1,sober
98575122,1,frequently,1,intoxicated
98575128,1,never,NA,never
98575150,1,never,0,never
98575157,2,never,1,never
98575165,2,occasionally,0,never
98575175,2,occasionally,1,sober
98575180,1,occasionally,1,sober
98575190,2,never,0,never
98575197,1,never,0,never
98575203,1,never,1,sober
98575204,1,never,0,never
98575220,1,never,0,never
98575228,1,never,1,sober
98575246,1,never,0,never
98575256,1,occasionally,1,sober
98575260,1,occasionally,0,never
98575294,2,never,0,never
98575302,2,never,0,never
98575307,2,never,0,never
98575317,1,occasionally,0,never
98575323,2,never,1,never
98575331,2,never,0,never
98575355,1,frequently,0,never
98575360,1,never,0,never
98575368,1,occasionally,1,sober
98575384,1,frequently,1,sober
98575386,2,never,0,never
98575403,1,occasionally,0,never
98575404,2,never,0,never
98575527,2,frequently,1,sober
98575623,2,never,0,never
98575676,1,never,0,never
98575808,1,never,0,never
98575822,1,never,1,never
98575874,2,occasionally,0,never
98575902,2,occasionally,0,never
98575918,1,occasionally,1,sober
98575940,1,occasionally,1,sober
98575942,1,occasionally,1,sober
98575946,1,never,1,sober
98575948,1,never,1,sober
98575954,1,occasionally,1,sober
98575967,2,never,1,never
98575980,2,never,0,never
98575989,2,occasionally,1,sober
98576010,1,never,1,sober
98576059,1,never,1,sober
98576062,2,never,0,never
98576112,2,occasionally,0,never
98576118,2,never,0,never
98576136,1,never,0,never
98576169,1,never,0,never
98576193,1,never,1,never
98576194,1,never,0,never
98576215,2,occasionally,1,sober
98576244,1,never,0,never
98576250,2,never,0,never
98576261,2,never,0,never
98576283,1,never,0,never
98576313,1,never,NA,never
98576335,1,never,0,never
98576339,2,never,1,sober
98576346,1,never,0,never
98576348,1,never,0,never
98576369,1,never,0,never
98576416,2,never,0,never
98576421,2,never,0,never
98576441,1,occasionally,1,intoxicated
98576467,2,occasionally,1,sober
98576509,1,never,0,never
98576545,1,never,1,never
98576596,2,never,0,never
98576600,2,occasionally,1,sober
98576631,2,occasionally,1,sober
98576637,1,never,0,never
98576668,2,never,0,never
98576688,1,never,0,never
98576799,1,occasionally,1,sober
98576930,1,occasionally,1,sober
98576946,2,occasionally,1,sober
98576952,1,occasionally,1,sober
98576959,1,never,1,sober
98576964,1,occasionally,1,sober
98576996,1,never,0,never
98577013,1,occasionally,1,intoxicated
98577061,2,occasionally,1,sober
98577088,1,occasionally,0,never
98577114,1,frequently,1,sober
98577151,2,never,1,never
98577161,1,never,1,never
98577162,2,never,0,never
98577165,1,never,0,never
98577169,2,never,0,never
98577181,2,never,0,never
98577184,2,never,0,never
98577217,2,occasionally,1,sober
98577220,2,never,0,never
98577226,1,occasionally,0,never
98577252,2,frequently,1,intoxicated
98577259,2,never,1,sober
98577266,1,never,0,never
98577310,2,never,0,never
98577324,2,occasionally,1,sober
98577327,2,occasionally,0,never
98577328,1,occasionally,1,intoxicated
98577480,1,occasionally,1,sober
98577484,1,occasionally,0,never
98577587,2,never,0,never
98577923,1,never,0,never
98577924,2,never,0,never
98577925,1,occasionally,0,never
98577954,1,never,0,never
98577986,1,never,1,sober
98578043,2,never,0,never
98578079,1,occasionally,0,never
98578080,1,occasionally,0,never
98578101,1,never,1,sober
98578198,2,never,0,never
98578207,1,never,0,never
98578267,1,never,0,never
98578291,1,never,1,sober
98578299,2,never,0,never
98578308,2,never,1,sober
98578316,1,never,1,sober
98578330,1,occasionally,1,sober
98578334,2,frequently,1,sober
98578346,2,never,1,never
98578348,1,occasionally,1,sober
98578380,1,never,1,sober
98578381,2,never,1,sober
98578397,1,never,1,never
98578417,1,never,1,sober
98578432,2,occasionally,1,sober
98578434,2,occasionally,1,intoxicated
98578438,2,never,0,never
98578448,1,never,0,never
98578465,1,never,1,sober
98578495,2,frequently,1,sober
98578504,2,never,1,sober
98578548,1,never,0,never
98578582,1,never,1,never
98578604,2,never,1,never
98578606,2,never,1,never
98578665,2,never,0,never
98578692,1,never,0,never
98578723,2,never,0,never
98578747,2,occasionally,0,never
98578767,2,occasionally,1,sober
98578782,2,never,1,sober
98578828,2,never,0,never
98578862,1,never,NA,never
98578929,2,occasionally,1,sober
98578943,2,never,NA,never
98578980,2,never,1,never
98578996,2,never,1,sober
98579230,1,never,1,never
98579231,2,never,0,never
98579235,2,never,0,never
98579239,2,never,1,sober
98579373,2,never,0,never
98579930,1,never,0,never
98579933,1,frequently,1,sober
98579937,2,occasionally,0,never
98579938,1,never,1,never
98579939,2,never,1,never
98579940,1,occasionally,0,never
98579945,1,never,0,never
98579948,1,occasionally,1,intoxicated
98579952,1,never,NA,never
98579953,2,never,NA,never
98579954,2,never,NA,never
98579955,2,never,1,never
98579957,2,never,0,never
98579960,1,never,1,never
98579963,2,occasionally,1,sober
98579966,2,occasionally,1,sober
98579967,1,occasionally,1,sober
98579968,1,occasionally,0,never
98579969,1,never,0,never
98579976,1,frequently,1,intoxicated
98579979,1,never,1,sober
98579991,1,never,1,sober
98579997,2,never,1,sober
98579998,2,occasionally,0,never
98606027,1,never,1,never
98606129,1,never,0,never
98606428,1,occasionally,1,sober
98606822,2,never,0,never
98606929,1,never,0,never
98608270,2,never,1,sober
98608876,1,never,1,never
98614976,2,never,1,sober
98619063,1,never,0,never
98619068,2,never,0,never
98619162,2,never,0,never
98619360,2,occasionally,0,never
98619368,1,never,0,never
98619466,2,never,0,never
98619963,2,never,0,never
98619965,2,never,0,never
98619967,1,occasionally,0,never
98636252,2,never,0,never
98636350,2,never,1,sober
98646328,2,never,0,never
98646329,1,never,0,never
98676026,1,never,1,never
98676254,2,never,1,never
98676352,1,never,0,never
98676426,2,never,0,never
98676651,1,occasionally,0,never
98676655,2,occasionally,0,never
98676853,1,never,0,never
98676922,2,never,1,never
98678072,2,occasionally,1,sober
98678179,1,frequently,0,never
98710078,2,never,0,never
98710134,2,never,0,never
98710135,1,never,0,never
98710156,2,never,0,never
98710175,1,never,0,never
98710195,2,frequently,1,intoxicated
98710250,2,never,0,never
98710282,2,never,1,never
98710285,1,never,1,sober
98710286,1,never,1,never
98710291,1,never,0,never
98710292,2,occasionally,0,never
98710293,1,never,0,never
98710338,2,never,0,never
98710650,1,never,1,never
98710672,2,never,0,never
98710776,2,never,0,never
98710855,1,never,1,never
98710858,1,never,0,never
98710913,2,never,1,never
98710933,1,never,0,never
98710977,1,occasionally,0,never
98710991,1,never,0,never
98711077,2,never,0,never
98711165,2,never,0,never
98711177,2,never,1,never
98711277,1,never,1,never
98711367,2,frequently,1,sober
98712147,1,never,0,never
98712214,2,never,0,never
98712216,2,never,0,never
98712218,1,never,0,never
98712247,1,never,0,never
98712295,2,never,0,never
98712941,2,never,0,never
98712942,2,never,0,never
98712973,1,never,1,never
98712976,2,never,1,sober
98713033,1,never,0,never
98713101,1,never,0,never
98713204,1,never,1,never
98713391,2,occasionally,0,never
98713393,1,never,0,never
98713806,1,never,1,never
98713992,2,never,0,never
98714018,2,occasionally,1,intoxicated
98714025,2,never,0,never
98714084,1,never,0,never
98714097,2,occasionally,0,never
98714146,1,never,0,never
98714147,1,never,0,never
98714198,1,never,1,never
98714230,1,never,1,never
98714242,2,occasionally,1,sober
98714282,1,never,0,never
98714289,1,never,0,never
98714312,2,occasionally,1,sober
98714325,1,never,0,never
98714380,1,never,0,never
98714481,1,never,0,never
98714888,2,never,0,never
98714925,1,occasionally,0,never
98714928,2,never,0,never
98714991,1,never,0,never
98715023,2,never,0,never
98715097,1,never,0,never
98715191,1,never,1,sober
98715250,1,never,1,never
98715256,1,frequently,1,intoxicated
98715258,2,occasionally,1,sober
98715259,1,never,0,never
98715263,1,never,0,never
98715955,1,occasionally,1,intoxicated
98715960,2,never,1,sober
98715980,2,never,0,never
98715983,2,never,1,never
98715986,2,never,0,never
98715994,2,never,0,never
98716010,1,never,0,never
98716054,1,never,0,never
98716066,1,never,0,never
98716117,1,never,0,never
98716165,1,never,0,never
98716167,2,never,0,never
98716229,2,occasionally,0,never
98716251,2,never,0,never
98716314,1,never,0,never
98716318,1,never,0,never
98716332,2,never,0,never
98716386,2,never,0,never
98716390,1,never,0,never
98716423,2,occasionally,0,never
98716425,1,never,NA,never
98716467,1,occasionally,0,never
98716827,2,never,0,never
98716897,2,never,0,never
98716975,2,never,0,never
98716976,2,never,0,never
98716978,1,never,0,never
98717152,2,never,0,never
98717163,2,occasionally,0,never
98717259,2,never,0,never
98717263,1,never,0,never
98717358,2,never,0,never
98717960,1,never,NA,never
98718017,1,never,0,never
98718086,1,never,1,sober
98718108,1,never,0,never
98718112,2,never,0,never
98718119,1,never,0,never
98718174,2,never,0,never
98718202,1,never,0,never
98718204,2,never,0,never
98718206,1,never,1,never
98718248,1,never,0,never
98718261,1,never,0,never
98718269,2,never,0,never
98718270,2,never,0,never
98718293,2,never,0,never
98718297,2,never,0,never
98718316,2,never,1,never
98718369,1,never,1,never
98718821,2,never,0,never
98718910,2,never,0,never
98718912,2,never,0,never
98718918,1,occasionally,1,sober
98718974,1,never,0,never
98718987,2,never,0,never
98718989,2,never,0,never
98718998,2,never,0,never
98719270,1,occasionally,1,sober
98719277,1,never,0,never
98719932,2,never,1,sober
98719935,2,never,0,never
99316152,1,occasionally,0,never
99316356,2,occasionally,0,never
99316951,1,never,NA,never
99316952,2,never,0,never
99374970,2,never,0,never
99374972,2,never,0,never
99374973,2,never,0,never
99374974,2,never,0,never
99374978,1,never,0,never
99500010,1,never,0,never
99500087,2,never,1,never
99500115,2,never,0,never
99500139,1,never,1,never
99500183,2,occasionally,1,sober
99500228,1,never,1,never
99500238,1,never,0,never
99500253,2,never,1,never
99500257,1,occasionally,1,intoxicated
99500276,2,never,0,never
99500417,2,never,1,sober
99500530,1,never,1,sober
99500554,1,never,0,never
99500813,1,never,0,never
99500857,1,occasionally,1,sober
99503034,2,occasionally,0,never
99503707,2,never,0,never
99503801,1,never,1,sober
99503838,1,occasionally,0,never
99504049,1,occasionally,1,sober
99504083,2,never,0,never
99504100,2,never,0,never
99504105,2,never,0,never
99504144,2,never,0,never
99504205,2,never,0,never
99504206,2,never,0,never
99504222,1,never,0,never
99504246,2,never,1,sober
99504420,1,frequently,1,intoxicated
99504424,2,never,0,never
99504506,1,never,0,never
99504520,2,never,1,never
99504525,2,frequently,1,sober
99504703,2,never,0,never
99504720,2,never,1,never
99504841,1,never,1,sober
99504849,1,never,1,sober
99504905,1,never,1,never
99504908,1,never,0,never
99504999,1,never,1,sober
99506026,2,never,0,never
99506149,1,frequently,1,sober
99506170,1,occasionally,1,sober
99506263,1,occasionally,1,sober
99506266,1,never,0,never
99506342,1,frequently,1,sober
99506360,1,never,0,never
99506373,1,never,1,sober
99506423,2,never,1,intoxicated
99506487,2,occasionally,1,sober
99506495,1,never,0,never
99506578,1,occasionally,1,sober
99506681,2,occasionally,1,sober
99506905,2,never,0,never
99506935,2,never,0,never
99506981,2,never,0,never
99507018,1,occasionally,1,sober
99507057,1,never,0,never
99507059,1,occasionally,0,never
99507351,2,never,0,never
99507353,2,frequently,1,intoxicated
99507853,2,never,1,sober
99507857,1,never,1,never
99507859,2,never,1,sober
99507981,1,frequently,1,intoxicated
99507986,2,never,0,never
99508077,1,never,0,never
99508120,2,never,0,never
99508134,2,never,0,never
99508271,1,never,0,never
99508327,2,never,0,never
99508430,2,occasionally,1,sober
99508525,2,occasionally,1,sober
99508537,1,occasionally,0,never
99508568,1,occasionally,1,sober
99508721,2,never,1,never
99508738,2,never,0,never
99508822,2,never,0,never
99508928,1,never,0,never
99540556,1,never,0,never
99540851,1,never,1,sober
99540917,1,occasionally,0,never
99543209,1,never,1,never
99543509,2,never,0,never
99543908,2,never,0,never
99544087,2,occasionally,1,sober
99544202,2,never,0,never
99544305,1,never,0,never
99544902,2,never,1,never
99546678,2,never,1,sober
99548171,1,never,0,never
99570022,1,occasionally,1,sober
99570029,1,never,1,never
99570091,1,never,0,never
99570123,2,never,0,never
99570170,1,occasionally,1,sober
99570176,2,never,1,sober
99570192,1,occasionally,1,sober
99570327,2,occasionally,1,sober
99570378,1,never,0,never
99570390,1,frequently,1,intoxicated
99570393,2,never,0,never
99570398,2,occasionally,1,sober
99570450,1,never,0,never
99570496,2,never,1,never
99570527,1,never,1,sober
99570679,1,occasionally,1,sober
99570683,2,never,0,never
99570695,1,occasionally,1,sober
99570725,2,never,1,sober
99570726,1,never,1,never
99570850,2,occasionally,0,never
99570879,1,never,1,never
99570891,1,never,1,never
99570896,1,occasionally,0,never
99570920,2,never,0,never
99570975,1,never,0,never
99570997,1,frequently,0,never
99571004,1,never,0,never
99571065,2,occasionally,0,never
99571068,2,occasionally,1,sober
99571101,1,occasionally,1,sober
99571111,1,never,0,never
99571157,1,occasionally,0,never
99571170,1,never,1,sober
99571179,1,never,1,sober
99571202,1,never,0,never
99571215,1,never,0,never
99571216,2,never,0,never
99571263,1,never,0,never
99571273,1,never,1,sober
99571301,1,occasionally,0,never
99571303,2,never,1,sober
99571313,1,never,0,never
99571314,2,never,0,never
99571316,2,never,0,never
99571319,2,never,0,never
99571353,1,frequently,1,sober
99571356,1,occasionally,0,never
99571369,2,never,0,never
99571375,1,never,1,sober
99571401,1,occasionally,1,sober
99571415,1,never,0,never
99571419,2,never,1,never
99571478,2,never,1,never
99571500,1,frequently,0,never
99571606,1,never,1,sober
99571660,2,never,1,sober
99571664,2,never,0,never
99571667,2,never,1,never
99571675,1,never,1,sober
99571762,1,frequently,0,never
99571818,2,never,0,never
99571916,2,never,0,never
99571950,1,never,0,never
99571970,2,never,0,never
99572042,1,never,0,never
99572069,2,never,0,never
99572110,2,occasionally,1,sober
99572178,2,never,0,never
99572214,2,occasionally,0,never
99572216,2,never,0,never
99572221,2,never,1,never
99572224,2,frequently,0,never
99572227,1,never,1,sober
99572228,2,never,0,never
99572229,2,never,0,never
99572263,2,never,0,never
99572272,1,never,0,never
99572277,1,never,1,never
99572280,1,frequently,0,never
99572283,1,never,0,never
99572288,2,never,0,never
99572290,2,never,1,sober
99572293,2,never,NA,never
99572304,2,occasionally,0,never
99572317,2,occasionally,1,sober
99572321,1,occasionally,1,intoxicated
99572326,2,occasionally,1,sober
99572347,1,occasionally,1,sober
99572367,2,occasionally,1,sober
99572380,1,never,1,never
99572383,1,occasionally,1,sober
99572384,2,never,0,never
99572386,1,never,1,never
99572389,2,occasionally,1,sober
99572392,2,never,0,never
99572397,2,never,0,never
99572465,1,never,1,sober
99572467,1,never,1,never
99572472,1,never,1,sober
99572562,2,occasionally,1,sober
99572569,2,occasionally,0,never
99572643,1,never,1,never
99572662,1,never,0,never
99572875,2,never,0,never
99572919,2,never,1,sober
99572924,2,occasionally,1,sober
99572925,2,occasionally,0,never
99572928,1,frequently,1,intoxicated
99572929,1,frequently,1,intoxicated
99572944,1,never,0,never
99572962,2,never,0,never
99572971,1,never,0,never
99572972,1,occasionally,1,sober
99572975,1,never,0,never
99572983,1,never,NA,never
99572984,2,never,1,sober
99572986,2,never,1,never
99572988,1,never,1,never
99572990,2,never,1,sober
99573014,2,never,0,never
99573036,1,occasionally,1,sober
99573038,1,never,0,never
99573090,2,never,0,never
99573116,2,never,0,never
99573216,2,occasionally,1,sober
99573251,1,never,0,never
99573253,2,never,0,never
99573254,2,never,1,never
99573257,1,never,0,never
99573258,2,never,0,never
99573295,1,never,1,sober
99573314,1,occasionally,1,intoxicated
99573316,1,never,0,never
99573324,1,never,NA,never
99573328,1,never,0,never
99573394,1,never,0,never
99573433,2,never,1,sober
99573619,1,never,0,never
99573637,2,occasionally,0,never
99573691,1,never,0,never
99573692,2,occasionally,1,sober
99573812,1,occasionally,1,intoxicated
99573817,1,occasionally,0,never
99573898,2,never,0,never
99573900,1,occasionally,0,never
99573916,1,occasionally,0,never
99573921,1,never,1,never
99573923,2,never,0,never
99573940,1,never,0,never
99573943,2,never,0,never
99573944,2,never,1,sober
99573947,1,never,1,never
99573948,2,never,0,never
99573951,1,never,0,never
99573952,1,never,0,never
99573953,2,never,1,sober
99573955,1,never,0,never
99573956,2,never,0,never
99573957,1,never,0,never
99573958,2,never,0,never
99573959,2,frequently,0,never
99573992,1,occasionally,1,sober
99573998,1,occasionally,1,sober
99573999,1,never,0,never
99574097,1,never,1,sober
99574116,2,occasionally,1,sober
99574118,1,occasionally,1,sober
99574130,1,occasionally,1,sober
99574137,2,occasionally,1,sober
99574199,1,occasionally,1,sober
99574211,1,never,1,sober
99574339,1,occasionally,1,intoxicated
99574391,2,frequently,1,intoxicated
99574415,2,occasionally,1,intoxicated
99574437,1,never,1,sober
99574499,2,never,1,sober
99574538,1,never,1,intoxicated
99574615,2,occasionally,1,sober
99574619,1,occasionally,1,sober
99574644,1,frequently,0,never
99574686,1,occasionally,0,never
99574729,1,never,0,never
99574749,2,never,0,never
99574804,2,never,0,never
99574808,1,never,0,never
99574899,1,never,0,never
99574912,2,never,1,sober
99574996,1,never,1,never
99575001,2,never,0,never
99575013,1,occasionally,1,sober
99575014,2,frequently,1,intoxicated
99575018,2,occasionally,1,sober
99575019,1,never,0,never
99575031,1,never,0,never
99575034,2,never,1,sober
99575038,1,occasionally,0,never
99575068,1,occasionally,0,never
99575081,2,never,0,never
99575082,2,never,1,never
99575087,2,never,0,never
99575090,2,never,0,never
99575096,2,never,0,never
99575118,2,never,0,never
99575130,1,never,0,never
99575131,2,never,0,never
99575134,1,never,0,never
99575153,2,never,0,never
99575154,2,never,1,sober
99575157,1,occasionally,1,sober
99575179,1,occasionally,0,never
99575185,2,never,0,never
99575186,2,never,0,never
99575216,2,occasionally,0,never
99575236,2,never,1,sober
99575237,1,never,0,never
99575240,1,never,0,never
99575242,2,occasionally,1,sober
99575245,1,never,1,never
99575248,1,never,0,never
99575253,2,never,0,never
99575259,2,never,1,never
99575260,1,never,0,never
99575291,1,never,0,never
99575305,1,never,0,never
99575329,2,never,1,never
99575335,2,never,1,never
99575381,2,never,1,sober
99575400,2,never,0,never
99575405,2,occasionally,0,never
99575470,2,occasionally,0,never
99575473,2,never,0,never
99575529,2,never,1,never
99575579,1,never,0,never
99575621,2,never,0,never
99575626,2,never,0,never
99575672,2,occasionally,1,sober
99575801,2,never,0,never
99575805,1,never,0,never
99575871,1,occasionally,0,never
99575879,1,frequently,0,never
99575903,2,occasionally,0,never
99575906,1,never,0,never
99575909,2,occasionally,0,never
99575930,1,never,1,sober
99575940,2,never,0,never
99575941,2,never,0,never
99575943,1,never,0,never
99575946,2,occasionally,1,sober
99575947,2,never,0,never
99575948,2,never,0,never
99575949,2,never,0,never
99575993,1,never,0,never
99576001,2,never,0,never
99576007,1,never,1,sober
99576009,2,never,0,never
99576011,2,never,1,sober
99576055,1,occasionally,1,intoxicated
99576112,2,occasionally,0,never
99576146,1,never,0,never
99576168,1,occasionally,0,never
99576206,2,never,0,never
99576262,2,never,1,sober
99576324,1,never,1,never
99576343,2,never,0,never
99576347,2,never,1,sober
99576364,1,never,0,never
99576456,1,occasionally,1,sober
99576466,2,never,0,never
99576504,1,occasionally,1,sober
99576542,2,occasionally,0,never
99576544,2,never,0,never
99576578,2,never,0,never
99576580,2,occasionally,1,sober
99576581,1,occasionally,1,sober
99576589,1,frequently,1,sober
99576705,2,never,0,never
99576818,2,occasionally,0,never
99576843,2,never,0,never
99576906,1,occasionally,1,sober
99576912,2,occasionally,1,intoxicated
99576925,2,never,0,never
99576938,1,occasionally,1,sober
99576944,1,never,1,never
99576947,2,never,0,never
99576968,1,frequently,1,sober
99576983,2,never,0,never
99577050,2,never,1,sober
99577113,1,never,0,never
99577120,1,never,0,never
99577121,2,never,0,never
99577123,1,never,0,never
99577127,1,never,0,never
99577152,2,never,0,never
99577228,1,occasionally,0,never
99577229,1,never,0,never
99577250,2,never,0,never
99577265,1,frequently,1,intoxicated
99577285,2,occasionally,0,never
99577322,1,occasionally,0,never
99577358,1,occasionally,1,sober
99577360,2,never,0,never
99577480,2,never,0,never
99577517,1,frequently,1,intoxicated
99577550,2,never,0,never
99577558,2,occasionally,0,never
99577589,2,never,1,intoxicated
99577655,1,never,0,never
99577658,1,never,1,sober
99577686,1,frequently,1,intoxicated
99577812,2,occasionally,0,never
99577882,2,frequently,1,sober
99577920,2,occasionally,0,never
99577923,2,never,0,never
99577928,2,never,0,never
99577988,2,never,0,never
99578019,2,never,0,never
99578029,1,never,0,never
99578031,1,never,1,never
99578109,2,never,0,never
99578113,1,never,1,never
99578127,2,occasionally,0,never
99578161,2,never,1,sober
99578203,1,frequently,1,sober
99578226,1,never,1,sober
99578289,2,never,1,never
99578303,1,never,1,never
99578312,2,never,0,never
99578329,2,never,0,never
99578348,2,never,1,never
99578360,2,never,0,never
99578365,2,never,1,sober
99578414,1,never,0,never
99578423,1,never,1,sober
99578424,2,never,0,never
99578495,1,never,0,never
99578505,1,occasionally,1,sober
99578510,2,occasionally,1,intoxicated
99578516,1,never,0,never
99578522,2,never,1,sober
99578529,1,never,1,never
99578580,1,occasionally,0,never
99578591,1,occasionally,1,sober
99578595,2,never,1,sober
99578611,1,occasionally,0,never
99578626,1,never,1,sober
99578642,1,frequently,1,intoxicated
99578693,1,occasionally,1,sober
99578729,2,never,1,never
99578741,2,occasionally,1,sober
99578742,2,never,0,never
99578762,2,occasionally,0,never
99578784,2,never,1,never
99578806,1,never,1,never
99578809,2,never,1,never
99578829,2,occasionally,1,sober
99578933,2,occasionally,0,never
99578941,2,never,0,never
99578944,1,never,1,sober
99579173,2,never,1,sober
99579176,1,occasionally,0,never
99579233,1,frequently,1,sober
99579238,1,never,1,sober
99579239,2,occasionally,1,sober
99579241,2,never,1,never
99579242,1,never,1,never
99579243,1,never,0,never
99579249,1,never,0,never
99579262,1,frequently,0,never
99579263,2,never,1,sober
99579264,1,never,0,never
99579266,2,never,0,never
99579269,2,occasionally,1,sober
99579270,2,occasionally,1,sober
99579273,1,occasionally,1,sober
99579277,1,never,0,never
99579278,1,occasionally,0,never
99579291,1,never,1,sober
99579294,1,occasionally,0,never
99579295,2,never,1,sober
99579298,1,never,0,never
99579335,1,frequently,1,sober
99579337,2,never,0,never
99579931,1,occasionally,1,intoxicated
99579933,2,never,0,never
99579939,2,never,0,never
99579947,1,never,0,never
99579952,1,never,NA,never
99579954,1,never,0,never
99579956,2,never,NA,never
99579961,1,occasionally,0,never
99579964,2,never,0,never
99579966,2,never,0,never
99579968,1,never,1,sober
99579977,1,never,0,never
99579979,1,never,0,never
99579981,2,never,0,never
99579987,2,never,0,never
99579988,2,never,0,never
99579993,1,never,0,never
99579995,1,never,1,sober
99579997,1,never,0,never
99579998,2,never,0,never
99590150,1,never,1,never
99590351,1,never,0,never
99606925,2,never,1,sober
99608179,1,never,1,sober
99608876,1,occasionally,1,sober
99614073,1,never,0,never
99614075,2,never,0,never
99614278,2,occasionally,1,sober
99614475,1,occasionally,0,never
99614970,2,never,0,never
99614971,2,never,1,sober
99619160,1,never,0,never
99619261,2,occasionally,0,never
99619363,1,never,1,sober
99619364,1,occasionally,1,sober
99619460,1,never,0,never
99619464,2,occasionally,0,never
99619465,2,occasionally,0,never
99619860,1,never,0,never
99619961,1,never,0,never
99619966,2,occasionally,1,sober
99636259,2,never,1,sober
99636350,2,occasionally,0,never
99646121,1,never,0,never
99646126,1,never,1,never
99676124,2,never,0,never
99676125,1,never,0,never
99676126,2,never,0,never
99676320,1,never,0,never
99676357,1,frequently,1,sober
99676626,1,occasionally,1,sober
99676658,1,never,1,sober
99676851,2,never,1,never
99676853,1,occasionally,0,never
99678179,1,occasionally,1,sober
99678576,1,occasionally,1,intoxicated
99678670,1,never,0,never
